,Full_Name,Overall,Potential,Value(in_Euro),Positions_Played,Best_Position,Nationality,Age,Club_Name,Wage(in_Euro),Release_Clause,Defending_Total,Physicality_Total,Position_Category
8825,Nicolas Lemaître,66,72,1100000,GK,GK,France,25,US Quevilly Rouen Métropole,1000,2100000,33,66,Goalkeeper
8826,Milan Mijatović,66,66,150000,GK,GK,Montenegro,34,Al Adalah,5000,248000,31,67,Goalkeeper
8827,Guillermo Wagner,66,79,2100000,"CM,RM",CM,Uruguay,20,Montevideo Wanderers,500,5800000,63,46,Midfield
8828,Jaylin Lindsey,66,77,1800000,"RB,RWB",RB,United States,22,Charlotte FC,2000,3000000,61,71,Defense
8829,Dominique Badji,66,66,850000,"ST,RM",ST,Senegal,29,FC Cincinnati,3000,1200000,38,75,Attack
8830,Pablo Clavería Herraíz,66,69,1100000,"CM,CDM",CDM,Spain,26,CD Lugo,3000,1800000,65,76,Other
8831,Tyler Walker,66,67,1000000,ST,ST,England,25,Coventry City,7000,2000000,36,63,Attack
8832,Xinghan Wu,66,66,850000,"LM,CAM",LM,China PR,29,Shandong Taishan,7000,1400000,54,68,Midfield
8833,David Mitov Nilsson,66,66,450000,GK,GK,North Macedonia,31,IK Sirius,1000,563000,26,65,Goalkeeper
8834,Maghnes Akliouche,66,81,2100000,CAM,CAM,France,20,AS Monaco,9000,5300000,45,55,Midfield
8835,Dragoș Nedelcu,66,71,1100000,"CDM,CB,CM",CDM,Romania,25,FC Farul Constanța,3000,1600000,64,71,Other
8836,Matias Cavalleri,66,72,1400000,"RM,RW",RM,Chile,24,Unión La Calera,1000,2200000,32,57,Midfield
8837,Hongbo Yin,66,66,675000,"RM,CM",RM,China PR,32,Meizhou Hakka,3000,1000000,53,66,Midfield
8838,David Gugganig,66,70,1100000,CB,CB,Austria,25,RZ Pellets Wolfsberger AC,5000,1700000,67,69,Defense
8839,Rentian Hu,66,66,700000,"RW,LM,RM",RW,China PR,31,Wuhan FC,4000,1100000,44,68,Attack
8840,Flávio B. J. Nazinho,66,80,1900000,"LWB,LB",LWB,Portugal,18,Sporting CP,1000,5000000,64,58,Defense
8841,Michael Svoboda,66,74,1800000,"CB,CDM",CB,Austria,23,Venezia FC,1000,3200000,65,78,Defense
8842,Ionuț Larie,66,66,230000,CB,CB,Romania,35,FC Farul Constanța,2000,311000,65,73,Defense
8843,Ahmet Engin,66,67,1000000,"RM,LM",RM,Turkey,25,Kasimpaşa SK,4000,2100000,45,59,Midfield
8844,Dimitri Cavaré,66,67,900000,RB,CB,France,27,FC Sion,7000,1400000,64,79,Defense
8845,Hassan Kadish,66,66,750000,LB,LB,Saudi Arabia,29,Al Taawoun,7000,1200000,62,75,Defense
8846,Philip Otele,66,71,1300000,"LM,RM",RM,Nigeria,23,AFC UTA Arad,2000,1900000,27,66,Midfield
8847,Fredrik Oldrup Jensen,66,66,725000,"CDM,CB",CDM,Norway,29,Vålerenga Fotball,2000,906000,63,68,Other
8848,Nathan De Medina,66,72,1300000,"RB,CB,LB",CB,Belgium,24,Eintracht Braunschweig,4000,2300000,65,67,Defense
8849,Dominik Franke,66,74,1800000,"LB,CB,LWB",LB,Germany,23,FC Ingolstadt 04,2000,3000000,61,68,Defense
8850,Oliver Valaker Edvardsen,66,70,1200000,"LM,RM,ST",LM,Norway,23,Go Ahead Eagles,3000,1800000,46,75,Midfield
8851,Roberto Lopes,66,66,700000,CB,CB,Cape Verde Islands,30,Shamrock Rovers,1000,1100000,66,73,Defense
8852,Herbie Kane,66,74,1800000,"CDM,CM",CM,England,23,Barnsley,3000,3500000,60,70,Midfield
8853,Ruslan Neshcheret,66,80,1800000,GK,GK,Ukraine,20,Dynamo Kyiv,500,5100000,26,65,Goalkeeper
8854,Anthony Musaba,66,76,1900000,"RM,ST",ST,Netherlands,21,FC Metz,9000,0,24,62,Attack
8855,Mario Palomino,66,66,850000,"CM,CAM,CDM",CM,Peru,28,Sport Boys,500,1800000,61,67,Midfield
8856,Mamadou Mbaye,66,73,1600000,CB,CB,Senegal,24,Cádiz CF,7000,3700000,67,66,Defense
8857,Ivan Marconi,66,66,550000,CB,CB,Italy,32,Palermo,2000,853000,66,66,Defense
8858,Hakan Özmert,66,66,275000,"CM,CDM",CM,Turkey,37,Antalyaspor,6000,550000,64,60,Midfield
8859,Zachary Brault-Guillard,66,72,1400000,"RM,RWB,RB",RM,Canada,23,Club de Foot Montréal,2000,2400000,60,68,Midfield
8860,Alessandro Albanese,66,72,1400000,"LM,RM,CAM",CAM,Belgium,22,KV Oostende,3000,2300000,46,58,Midfield
8861,Daniel Jiménez López,66,66,425000,GK,GK,Spain,32,CD Leganés,3000,680000,50,64,Goalkeeper
8862,Diego Saffadi,66,69,1200000,ST,ST,Peru,24,Sport Boys,500,2700000,32,65,Attack
8863,Oumar Diakhité,66,66,725000,CB,CB,Senegal,28,SV Sandhausen,3000,1200000,65,77,Defense
8864,Andoni López Saratxo,66,69,1000000,"LB,LWB",LB,Spain,26,CD Tenerife,3000,1700000,62,65,Defense
8865,Alexis Blanco,66,66,425000,ST,ST,Argentina,34,Sport Boys,500,914000,45,73,Attack
8866,Ronnie Edwards,66,79,1900000,CB,CB,England,19,Peterborough United,2000,4500000,66,64,Defense
8867,Alejo Veliz,66,78,2000000,"ST,CF",ST,Argentina,18,Rosario Central,2000,3400000,20,64,Attack
8868,Racine Coly,66,68,975000,LB,LB,Senegal,26,Estoril Praia,2000,2100000,62,72,Defense
8869,Ryan Schofield,66,73,1500000,GK,GK,England,22,Hibernian,4000,0,30,64,Goalkeeper
8870,Jonathan Bornstein,66,66,190000,"LB,CB,LM",CB,United States,37,Chicago Fire Football Club,2000,276000,68,65,Defense
8871,Djorkaeff Reasco,66,72,1400000,ST,ST,Ecuador,23,Newell's Old Boys,5000,2400000,33,74,Attack
8872,Aygün Yıldırım,66,66,900000,"RM,CAM",RM,Germany,27,SSV Jahn Regensburg,5000,1400000,23,59,Midfield
8873,Dylan Gissi,66,66,575000,CB,CB,Switzerland,31,Club Atlético Banfield,4000,834000,64,78,Defense
8874,Aléxandros Katránis,66,71,1200000,"LWB,LM",LWB,Greece,24,Piast Gliwice,3000,1700000,62,67,Defense
8875,Vasco Herculano Mango Fernandes,66,66,230000,"CB,LB",CB,Portugal,35,Casa Pia,1000,472000,65,68,Defense
8876,Kevin Luckassen,66,66,875000,ST,ST,Netherlands,28,Rapid București,4000,1200000,30,76,Attack
8877,Lee Evans,66,66,900000,"CM,CDM",CDM,Wales,27,Ipswich Town,5000,1600000,62,76,Other
8878,Adi Nalić,66,72,1400000,"CAM,RW,ST",CAM,Bosnia and Herzegovina,24,Malmö FF,2000,2100000,43,71,Midfield
8879,Jan Boller,66,73,1600000,CB,CB,Germany,22,LASK Linz,6000,2700000,64,72,Defense
8880,Connor Wickham,66,66,850000,ST,ST,England,29,Forest Green Rovers,4000,1500000,30,67,Attack
8881,José Alejandro Martín Valerón,66,75,1800000,"CB,RB",CB,Spain,24,CD Mirandés,2000,3200000,66,64,Defense
8882,Daniel Hanslik,66,68,1100000,"ST,LM,RM",ST,Germany,25,1. FC Kaiserslautern,4000,1800000,25,73,Attack
8883,Jokin Ezkieta Mendiburu,66,71,1000000,GK,GK,Spain,25,Racing Santander,2000,1600000,44,67,Goalkeeper
8884,Sergio Quiroga,66,66,850000,"CAM,CM",RM,Argentina,28,Club Atlético Sarmiento,4000,1200000,61,58,Midfield
8885,Tae Hwan Kim,66,77,1800000,"RWB,RW",RWB,Korea Republic,22,Suwon Samsung Bluewings,2000,2600000,61,73,Defense
8886,Bryan Okoh,66,81,1900000,CB,CB,Switzerland,19,FC Red Bull Salzburg,4000,4000000,62,72,Defense
8887,Gabriel Benítez,66,66,775000,"LB,CB",LB,Venezuela,28,Deportivo Táchira FC,500,1700000,64,61,Defense
8888,Rok Vodišek,66,74,1600000,GK,GK,Slovenia,23,Genoa,1000,2900000,47,63,Goalkeeper
8889,Nabil Alioui,66,73,1700000,"LM,LW,ST",CAM,France,23,Le Havre AC,2000,3300000,28,57,Midfield
8890,Damian Michalski,66,70,1100000,CB,CB,Poland,24,SpVgg Greuther Fürth,3000,1800000,64,79,Defense
8891,Xavier Kouassi,66,66,550000,CB,CDM,Côte d'Ivoire,32,Pau FC,2000,963000,65,75,Other
8892,Carl Gustafsson,66,77,1900000,CM,CM,Sweden,22,Kalmar FF,1000,2800000,56,69,Midfield
8893,Renato Solís,66,73,1500000,GK,GK,Peru,24,Club Sporting Cristal,500,3500000,40,64,Goalkeeper
8894,Niklas Lomb,66,66,600000,GK,GK,Germany,28,Bayer 04 Leverkusen,10000,1000000,38,63,Goalkeeper
8895,Tarek Carranza,66,66,825000,"CM,CDM",CM,Peru,30,Sport Boys,500,1800000,52,61,Midfield
8896,Amidou Diop,66,66,725000,"CDM,CM",CDM,Senegal,30,Kristiansund BK,1000,906000,60,73,Other
8897,Zito André Sebastião Luvumbo,66,76,1900000,"RM,ST",LM,Angola,20,Cagliari,1000,3400000,33,39,Midfield
8898,Ben Folami,66,73,1700000,LM,RM,Australia,23,Melbourne Victory,3000,2500000,26,64,Midfield
8899,Alexander Walke,66,66,90000,GK,GK,Germany,39,FC Red Bull Salzburg,3000,135000,32,72,Goalkeeper
8900,Mauro Silveira,66,76,1700000,GK,GK,Uruguay,22,Montevideo Wanderers,500,4000000,49,66,Goalkeeper
8901,Lenny Pintor,66,75,1900000,"RW,LM",RW,France,21,AS Saint-Étienne,2000,3800000,27,52,Attack
8902,Ben Halloran,66,66,825000,"RM,RW",RM,Australia,30,Adelaide United,2000,1000000,38,63,Midfield
8903,Stefano Pettinari,66,66,850000,ST,ST,Italy,30,Ternana,2000,1300000,27,72,Attack
8904,Alper Uludağ,66,66,625000,LB,LB,Turkey,31,GZT Giresunspor,4000,1200000,63,67,Defense
8905,Murat Paluli,66,66,825000,"RB,RWB,RM",RB,Turkey,27,Demir Grup Sivasspor,5000,1700000,64,66,Defense
8906,Marouan Azarkan,66,76,1900000,"RM,LM",LM,Netherlands,20,Excelsior,2000,0,23,53,Midfield
8907,Paul Gartler,66,70,925000,GK,GK,Austria,25,SK Rapid Wien,6000,1400000,32,66,Goalkeeper
8908,Michael Jacobs,66,66,825000,LM,LM,England,30,Portsmouth,4000,1400000,48,58,Midfield
8909,Julián Navas,66,66,775000,"RB,RM",RB,Argentina,28,Arsenal de Sarandí,3000,1100000,63,65,Defense
8910,Marco Farfan,66,73,1600000,"LB,CB,RB",LB,United States,23,FC Dallas,2000,2700000,63,68,Defense
8911,Dragoș Albu,66,74,1800000,"CDM,CM",CM,Romania,21,FC U Craiova 1948,3000,2800000,59,73,Midfield
8912,Enzo Giménez,66,72,1400000,"RM,RW",RM,Paraguay,24,Club Cerro Porteño,500,3400000,43,58,Midfield
8913,Dillan Solomons,66,72,1300000,"RB,RW,RM",RB,South Africa,23,Kaizer Chiefs,500,3100000,65,69,Defense
8914,Urko González de Zárate,66,77,1800000,CB,CB,Spain,21,Real Sociedad,6000,4099999,66,68,Defense
8915,Bart Verbruggen,66,77,1600000,GK,GK,Netherlands,19,RSC Anderlecht,2000,2700000,46,57,Goalkeeper
8916,Arnau Puigmal Martínez,66,78,2100000,"CAM,CM,RM",CAM,Spain,21,Unión Deportiva Almería,6000,5000000,57,53,Midfield
8917,Sean Goss,66,68,1100000,CM,CM,England,26,Motherwell,2000,2000000,58,71,Midfield
8918,Marius Lundemo,66,66,850000,"CM,CDM",CM,Norway,28,Lillestrøm SK,2000,1100000,58,69,Midfield
8919,Oliver Bozanic,66,66,525000,CM,CDM,Australia,33,Western Sydney Wanderers,3000,656000,65,75,Other
8920,Andrei Tofan,66,69,1000000,"RB,RM",RWB,Romania,25,Campionii FC Arges,2000,1400000,60,70,Defense
8921,Samuele Campo,66,67,1000000,CAM,CAM,Switzerland,26,FC Luzern,5000,1500000,39,57,Midfield
8922,Beñat Prados Díaz,66,77,1900000,"CM,CDM",CAM,Spain,21,CD Mirandés,6000,0,60,49,Midfield
8923,Neven Djurasek,66,71,1200000,"CDM,CM",CAM,Croatia,23,Shakhtar Donetsk,500,2700000,61,69,Midfield
8924,Taylor Richards,66,78,2100000,"CAM,CM",CAM,England,21,Queens Park Rangers,12000,0,51,66,Midfield
8925,Sergio Carreira Vilariño,66,75,1800000,RB,RB,Spain,21,Villarreal Club de Fútbol B,4000,0,62,52,Defense
8926,Igor Vetokele,66,66,850000,ST,RW,Angola,30,KVC Westerlo,4000,1200000,34,64,Attack
8927,Felipe Reynero,66,66,525000,"RW,LW,RM",RW,Chile,33,Deportivo Ñublense,3000,709000,35,59,Attack
8928,Zitha Kwinika,66,68,850000,CB,CB,South Africa,28,Kaizer Chiefs,500,1900000,67,65,Defense
8929,Vladyslav Kulach,66,66,850000,ST,ST,Ukraine,29,Dynamo Kyiv,500,1900000,27,61,Attack
8930,Ole Käuper,66,70,1100000,"CDM,CM",CM,Germany,25,SV Meppen,950,1700000,62,65,Midfield
8931,Johannes van den Bergh,66,66,275000,"LWB,LM",LWB,Germany,35,Holstein Kiel,4000,426000,65,65,Defense
8932,Josh Magennis,66,66,725000,ST,ST,Northern Ireland,31,Wigan Athletic,4000,1300000,50,83,Attack
8933,George Tanner,66,75,1800000,"RWB,RB,RM",RWB,England,22,Bristol City,8000,3800000,62,69,Defense
8934,Fernando Pacheco,66,72,1400000,"RM,LM",RM,Peru,23,FC Emmen,3000,2300000,43,73,Midfield
8935,Adrián De La Fuente,66,73,1600000,CB,CB,Spain,23,Villarreal Club de Fútbol B,2000,2800000,66,65,Defense
8936,Nicky Devlin,66,66,775000,RB,RB,Scotland,28,Livingston FC,2000,1400000,60,79,Defense
8937,Orest Lebedenko,66,73,1600000,"LB,LWB",LB,Ukraine,23,CD Lugo,2000,2800000,62,51,Defense
8938,Samuele Mulattieri,66,79,2100000,"ST,CF",ST,Italy,21,Frosinone,1000,4600000,36,61,Attack
8939,Joe Rankin-Costello,66,75,1800000,"RWB,RB,LB",RWB,England,22,Blackburn Rovers,10000,3800000,64,65,Defense
8940,Rafael Mújica García,66,75,1900000,"ST,RM,LM",ST,Spain,23,FC Arouca,2000,4300000,33,66,Attack
8941,Tommy McNamara,66,66,700000,"CM,CDM",CM,United States,31,New England Revolution,3000,1100000,53,63,Midfield
8942,Jorge Pereyra Díaz,66,66,725000,"CF,RM,ST",RW,Argentina,31,Mumbai City FC,1000,979000,50,65,Attack
8943,Tommaso Baldanzi,66,80,2000000,"CAM,CF",CAM,Italy,19,Empoli,2000,4900000,40,45,Midfield
8944,Jacob Davenport,66,74,1800000,"CDM,CM",CDM,England,23,Lincoln City,3000,3500000,62,66,Other
8945,Gustavo Cortéz,66,71,1200000,LB,LWB,Ecuador,24,C.D. Universidad Católica del Ecuador,500,2700000,58,70,Defense
8946,Juan de Dios Rivas,66,77,1800000,CB,CB,Spain,22,Málaga CF,2000,3200000,67,66,Defense
8947,Jaume Albert Cuéllar Mendoza,66,78,2100000,"RM,LM",CAM,Bolivia,20,CD Lugo,2000,3700000,26,53,Midfield
8948,Aleksandar Boljević,66,66,925000,"RM,RW",RM,Montenegro,26,Standard de Liège,5000,1400000,32,59,Midfield
8949,Steven Sessegnon,66,77,1800000,"RB,LB",RB,England,22,Charlton Athletic,12000,0,62,59,Defense
8950,Saúl Crespo Prieto,66,70,1100000,CDM,CB,Spain,25,Odisha FC,500,1600000,64,75,Defense
8951,Christian Klem,66,66,625000,"LB,LWB",LB,Austria,31,TSV Egger Glas Hartberg,3000,906000,61,58,Defense
8952,Daniel González,66,75,1800000,CB,CB,Chile,20,Universidad Católica,2000,2900000,67,66,Defense
8953,Shaun Rooney,66,68,975000,"RB,RWB,CB",CB,Scotland,25,Fleetwood Town,3000,1800000,58,85,Defense
8954,Juan Ignacio Nardoni,66,76,1800000,CM,CAM,Argentina,19,Unión de Santa Fe,2000,3100000,55,57,Midfield
8955,Jan Gorenc,66,72,1200000,"CB,RB",CB,Slovenia,22,KAS Eupen,3000,2000000,66,73,Defense
8956,Joaquín Trasante,66,74,1900000,"CM,CDM",CDM,Uruguay,23,Club Nacional de Football,500,4600000,62,73,Other
8957,René Klingenburg,66,67,825000,"CDM,CAM,CF",CDM,Germany,28,1. FC Kaiserslautern,4000,1300000,59,80,Other
8958,Declan John,66,67,900000,"LWB,LB",LWB,Wales,27,Bolton Wanderers,4000,1600000,59,64,Defense
8959,Leonardo da Costa Bolgado,66,70,1100000,CB,CB,Brazil,23,Casa Pia,2000,2300000,69,68,Defense
8960,Etzaz Hussain,66,66,725000,CDM,CDM,Norway,29,Molde FK,2000,906000,59,65,Other
8961,Jhon Espinoza,66,72,1300000,"RB,RM",RB,Ecuador,23,Chicago Fire Football Club,2000,2100000,63,69,Defense
8962,Michele Marconi,66,66,550000,ST,ST,Italy,33,Südtirol,1000,853000,35,72,Attack
8963,Enzo Lombardo,66,69,1100000,LM,CAM,France,25,SD Huesca,3000,1800000,35,46,Midfield
8964,Javier Avilés Cortés,66,69,1200000,"RM,LM,RW",RM,Spain,24,CD Leganés,3000,2000000,23,50,Midfield
8965,Liam Smith,66,66,850000,"RB,CM",RB,Scotland,26,Dundee United,2000,1500000,62,70,Defense
8966,Johann Obiang,66,66,775000,"LWB,LB",LWB,Gabon,28,Stade Malherbe Caen,2000,1400000,60,63,Defense
8967,Philippe Rommens,66,71,1300000,"CM,CDM,CAM",CAM,Belgium,24,Go Ahead Eagles,3000,2000000,50,61,Midfield
8968,Gregori Anangonó,66,73,1600000,"RB,CDM,LB",RB,Ecuador,24,C.D. Universidad Católica del Ecuador,500,3800000,60,68,Defense
8969,Simon Graves,66,73,1600000,CB,CB,Denmark,23,Randers FC,3000,2300000,66,73,Defense
8970,Christian Früchtl,66,73,1500000,GK,GK,Germany,22,FK Austria Wien,4000,2500000,24,65,Goalkeeper
8971,Manuel Perez,66,66,600000,"CDM,CM",CDM,France,31,Grenoble Foot 38,2000,1100000,62,73,Other
8972,Alexis Sauvage,66,67,650000,GK,GK,France,30,Stade Lavallois Mayenne FC,1000,1200000,44,63,Goalkeeper
8973,Cornel Râpă,66,66,600000,"RWB,CB,RM",RWB,Romania,32,Cracovia,3000,810000,60,71,Defense
8974,Borja Sainz Eguskiza,66,78,2100000,"LM,RM",RM,Spain,21,GZT Giresunspor,3000,4500000,38,48,Midfield
8975,Sultan Al Brake,66,68,0,LWB,LWB,Qatar,26,Free agent,0,0,59,61,Defense
8976,Hyun Kim,66,66,850000,ST,ST,Korea Republic,29,Suwon FC,3000,1100000,27,75,Attack
8977,Matthew Pennington,66,68,900000,CB,CB,England,27,Shrewsbury Town,3000,1600000,66,73,Defense
8978,Ken Nkuba,66,76,1900000,"RM,RWB,ST",RM,Belgium,20,Royal Charleroi S.C.,3000,3200000,60,60,Midfield
8979,Daishawn Redan,66,77,1900000,ST,ST,Netherlands,21,FC Utrecht,7000,0,22,58,Attack
8980,Thomas Sabitzer,66,74,1900000,"ST,RM,LM",ST,Austria,21,WSG Tirol,7000,0,24,64,Attack
8981,Leonardo Filipe Cruz Lelo,66,70,1200000,"LWB,LB,LM",LWB,Portugal,22,Casa Pia,2000,2600000,63,62,Defense
8982,Waleed Bakhashwain,66,66,575000,"CDM,CM,CB",CDM,Saudi Arabia,32,Al Wehda,7000,949000,64,75,Other
8983,Robin Ramírez,66,66,700000,ST,ST,Paraguay,32,Independiente Petrolero,500,1500000,37,68,Attack
8984,Thiago Vecino,66,73,1700000,ST,ST,Uruguay,23,Liverpool Fútbol Club,500,4000000,31,53,Attack
8985,Jack Hunt,66,66,625000,RWB,RWB,England,31,Sheffield Wednesday,4000,1100000,61,65,Defense
8986,Joe Rafferty,66,66,775000,"RB,RWB",RB,Republic of Ireland,28,Portsmouth,4000,1400000,64,72,Defense
8987,Jann-Fiete Arp,66,75,1900000,"ST,RM,LM",ST,Germany,22,Holstein Kiel,6000,3300000,31,64,Attack
8988,Joaquín Ardaiz,66,73,1700000,"ST,RW,LW",ST,Uruguay,23,FC Luzern,5000,2800000,23,71,Attack
8989,Dominik Schad,66,70,1100000,"RB,LB,RM",RB,Germany,25,1. FC Kaiserslautern,4000,1800000,59,64,Defense
8990,Darian Males,66,75,1900000,"CAM,RM",CAM,Switzerland,21,FC Basel 1893,11000,0,36,64,Midfield
8991,Kevin Minda,66,74,1800000,"CDM,CB",CDM,Ecuador,23,C.D. Universidad Católica del Ecuador,500,4200000,65,71,Other
8992,Mario Otazú,66,67,1000000,"LM,LW,LB",ST,Paraguay,25,Club Atlético Colón,4000,1600000,60,64,Attack
8993,Ilyes Chetti,66,67,900000,LB,LB,Algeria,27,Angers SCO,6000,1900000,65,56,Defense
8994,Paul Will,66,72,1200000,"CDM,CM",CDM,Germany,23,SG Dynamo Dresden,2000,2000000,62,75,Other
8995,Marco Burch,66,81,2000000,CB,CB,Switzerland,21,FC Luzern,3000,4200000,67,71,Defense
8996,Cristian Arce,66,67,675000,GK,GK,Argentina,28,Barracas Central,3000,1000000,27,66,Goalkeeper
8997,Adrián Sánchez,66,73,1700000,"CM,RM",CM,Argentina,23,CD Everton de Viña del Mar,1000,2600000,61,68,Midfield
8998,Quentin Daubin,66,69,1000000,"CDM,CM",CDM,France,26,Stade Malherbe Caen,2000,1800000,62,78,Other
8999,Mickaël Facchinetti,66,66,625000,"LWB,LM",LWB,Switzerland,31,FC Lugano,3000,906000,62,67,Defense
9000,Eneko Satrústegui Plano,66,66,575000,"CB,LB",CB,Spain,31,Racing Santander,3000,891000,65,70,Defense
9001,Dong Woon Shim,66,66,675000,"CAM,LM",RM,Korea Republic,32,Seongnam FC,2000,844000,42,64,Midfield
9002,Warren Tchimbembé,66,72,1300000,"CM,LM,RM",CAM,Congo,24,En Avant de Guingamp,2000,0,57,59,Midfield
9003,Jonas Sterner,66,76,1900000,"RM,CM,LM",RWB,Germany,20,Holstein Kiel,5000,3300000,61,63,Defense
9004,César Valenzuela,66,66,850000,CAM,CAM,Chile,29,CD Everton de Viña del Mar,2000,1100000,23,39,Midfield
9005,Petar Pušić,66,74,1900000,"CAM,LM,RM",RM,Switzerland,23,Grasshopper Club Zürich,4000,3100000,46,53,Midfield
9006,Samuel Brolin,66,79,1800000,GK,GK,Sweden,21,Mjällby AIF,1000,0,24,65,Goalkeeper
9007,Grigore Turda,66,71,1200000,CB,CB,Romania,24,Campionii FC Arges,2000,1700000,66,71,Defense
9008,Gustaf Nilsson,66,70,1200000,ST,ST,Sweden,25,Royale Union Saint-Gilloise,5000,1900000,29,72,Attack
9009,Aymen Abdennour,66,66,550000,CB,CB,Tunisia,32,Rodez Aveyron Football,2000,963000,66,71,Defense
9010,Bobby Wood,66,66,850000,ST,ST,United States,29,Real Salt Lake,3000,1200000,27,67,Attack
9011,Sebastián Rincón,66,66,850000,"RM,RB,ST",ST,Colombia,28,Barracas Central,4000,1200000,57,62,Attack
9012,Kyle Lafferty,66,66,425000,ST,ST,Northern Ireland,34,Kilmarnock,3000,744000,31,74,Attack
9013,Pierluigi Frattali,66,66,90000,GK,GK,Italy,36,Bari,800,140000,50,67,Goalkeeper
9014,Alejandro Pérez Navarro,66,66,700000,CB,CB,Spain,30,CD Lugo,3000,1100000,67,69,Defense
9015,Mario Risso,66,66,275000,CB,CB,Uruguay,34,Club Nacional de Football,500,605000,67,73,Defense
9016,Alan Franco,66,72,1300000,"CM,RM",CAM,Ecuador,23,Club Atlético Talleres,4000,2200000,60,67,Midfield
9017,Jairo Torres,66,76,1900000,"CM,RM,LM",RM,Mexico,22,Chicago Fire Football Club,2000,3100000,52,66,Midfield
9018,Jon Russell,66,76,1800000,"CDM,CM",CDM,Jamaica,21,Huddersfield Town,4000,3700000,63,74,Other
9019,Arturo Molina Tornero,66,66,925000,"RM,CM,CAM",RM,Spain,26,Racing Santander,3000,1400000,52,61,Midfield
9020,David Davis,66,66,600000,"CDM,CM",CDM,England,31,Forest Green Rovers,3000,1100000,62,77,Other
9021,Lautaro de León Billar,66,78,2100000,ST,ST,Uruguay,21,RC Celta de Vigo,6000,4800000,20,59,Attack
9022,Joan García Pons,66,78,1800000,GK,GK,Spain,21,RCD Espanyol de Barcelona,3000,4099999,42,65,Goalkeeper
9023,Samuel Careaga,66,77,1900000,"CM,CAM",CAM,Argentina,20,Club Atlético Lanús,4000,3200000,57,53,Midfield
9024,Marco Terrazzino,66,66,700000,"CAM,RM",CAM,Germany,31,Lechia Gdańsk,3000,945000,34,55,Midfield
9025,Marcelo Silva,66,66,400000,CB,CB,Uruguay,33,Real Salt Lake,2000,580000,63,80,Defense
9026,Benjamin Jeannot,66,66,850000,"ST,RW",ST,France,30,Stade Malherbe Caen,3000,1500000,29,59,Attack
9027,Danny Mayor,66,66,700000,"CM,LW",CAM,England,31,Plymouth Argyle,4000,1200000,49,67,Midfield
9028,Gianni Stensness,66,73,1600000,"CB,CDM",CB,Australia,23,Viking FK,1000,2300000,64,79,Defense
9029,Sadık Çiftpınar,66,67,800000,CB,CB,Turkey,29,Kasimpaşa SK,4000,1700000,67,70,Defense
9030,Karol Mets,66,67,800000,CB,CB,Estonia,29,FC Zürich,5000,1300000,64,80,Defense
9031,Manfred Ugalde,66,77,1900000,ST,ST,Costa Rica,20,FC Twente,3000,3200000,28,49,Attack
9032,Matthias Braunöder,66,80,2100000,"CM,CDM",RM,Austria,20,FK Austria Wien,5000,4400000,59,60,Midfield
9033,Francisco Rodríguez,66,66,825000,LB,LB,Bolivia,27,Club Deportivo Jorge Wilstermann,500,1800000,62,78,Defense
9034,Lukas Jutkiewicz,66,66,550000,ST,ST,England,33,Birmingham City,11000,1000000,40,75,Attack
9035,Gary Tello,66,66,850000,"LM,RM",LM,Chile,29,CD Antofagasta,3000,1100000,23,59,Midfield
9036,Romano Perticone,66,66,230000,"CB,RB",CB,Italy,35,Cittadella,700,357000,64,72,Defense
9037,Francisco Uviedo,66,69,1000000,"RB,RWB",RB,Venezuela,26,Hermanos Colmenarez,500,2200000,64,60,Defense
9038,Aaron Meijers,66,66,325000,LB,LB,Netherlands,34,Sparta Rotterdam,3000,471000,64,68,Defense
9039,Elhan Kastrati,66,71,1000000,GK,GK,Albania,25,Cittadella,750,1600000,36,66,Goalkeeper
9040,Jason McCarthy,66,68,975000,"RB,RWB",RB,England,26,Wycombe Wanderers,3000,1800000,62,76,Defense
9041,Valmir Sulejmani,66,69,1100000,"ST,LW",ST,Kosovo,26,FC Ingolstadt 04,3000,1700000,39,71,Attack
9042,Florian Rieder,66,67,1000000,LM,LM,Austria,26,SK Austria Klagenfurt,4000,1500000,49,66,Midfield
9043,Tobias Christensen,66,74,1900000,"CAM,CM",CAM,Norway,22,Vålerenga Fotball,2000,2800000,47,62,Midfield
9044,Corey Blackett-Taylor,66,69,1200000,"LW,LWB,ST",RM,England,24,Charlton Athletic,4000,2200000,53,68,Midfield
9045,Łukasz Sekulski,66,66,725000,ST,ST,Poland,31,Wisła Płock,2000,979000,26,73,Attack
9046,Mihai Răduț,66,66,675000,"LM,CM,RM",LM,Romania,32,FC Voluntari,4000,911000,52,66,Midfield
9047,Mike Frantz,66,66,350000,"CM,CDM,CB",CM,Germany,35,1. FC Saarbrücken,2000,508000,62,70,Midfield
9048,Ricardo Rodríguez Gil,66,71,1300000,"CAM,CM,LM",CAM,Spain,24,Albacete BP,2000,2100000,48,54,Midfield
9049,Santiago Martínez,66,66,725000,"CDM,CM",CDM,Uruguay,30,Cerro Largo Fútbol Club,500,1600000,63,72,Other
9050,Yong Hwan Kim,66,66,750000,RB,RB,Korea Republic,29,Pohang Steelers,2000,938000,56,68,Defense
9051,Imanol Machuca,66,75,1900000,"RM,LM",CAM,Argentina,22,Unión de Santa Fe,4000,3200000,40,50,Midfield
9052,Kerim Çalhanoğlu,66,78,1900000,"LB,LM",LM,Germany,19,FC Schalke 04,3000,3800000,59,66,Midfield
